TimePeriod,GeoType,GeoID,GeoRank,Geography,Number,Percent
2014,UHF34,202,3,Downtown - Heights - Slope,"12,000*","6.9* (3.6, 12.7)"
2014,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"40,000","16.3 (11.6, 22.4)"
2014,UHF34,204,3,East New York,"23,000","16.7 (10.1, 26.2)"
2014,UHF34,205,3,Sunset Park,"17,000","17.7 (9.9, 29.7)"
2014,UHF34,206,3,Borough Park,"28,000","11.8 (7.5, 18.3)"
2014,UHF34,207,3,East Flatbush - Flatbush,"13,000*","5.4* (2.8, 10.3)"
2014,UHF34,208,3,Canarsie - Flatlands,"21,000","13.6 (7.8, 22.7)"
2014,UHF34,209,3,Bensonhurst - Bay Ridge,"30,000","18.2 (10.5, 29.6)"
2014,UHF34,210,3,Coney Island - Sheepshead Bay,"44,000","18.8 (12.8, 26.9)"
2014,UHF34,211,3,Williamsburg - Bushwick,"25,000","16.2 (10.7, 23.7)"
2014,UHF34,301,3,Washington Heights,"15,000","7.5 (4.6, 11.9)"
2014,UHF34,302,3,Central Harlem - Morningside Heights,"28,000","23.0 (14.8, 33.9)"
2014,UHF34,303,3,East Harlem,"16,000","20.2 (12.6, 30.7)"
2014,UHF34,304,3,Upper West Side,"25,000","14.0 (8.5, 22.3)"
2014,UHF34,401,3,Long Island City - Astoria,"16,000","8.9 (5.2, 14.9)"
2014,UHF34,402,3,West Queens,"44,000","11.8 (8.4, 16.3)"
2014,UHF34,403,3,Flushing - Clearview,"30,000","13.7 (9.2, 20.0)"
2014,UHF34,405,3,Ridgewood - Forest Hills,"27,000","13.3 (8.0, 21.2)"
2014,UHF34,407,3,Southwest Queens,"39,000","18.9 (12.1, 28.2)"
2014,UHF34,408,3,Jamaica,"30,000","13.5 (8.7, 20.2)"
2014,UHF34,409,3,Southeast Queens,"12,000*","7.7* (4.0, 14.1)"
2014,UHF34,410,3,Rockaways,"17,000*","20.6* (12.1, 32.9)"
2014,UHF34,305307,3,Upper East Side-Gramercy,"29,000","9.2 (5.5, 15.0)"
2014,UHF34,306308,3,Chelsea-Village  ,"36,000","17.5 (10.9, 26.9)"
2014,UHF34,309310,3,Union Square-Lower Manhattan,"20,000","9.6 (6.2, 14.4)"
2014,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"11,000*","7.5* (4.1, 13.4)"
2014,UHF34,501502,3,Northern SI,"29,000","20.7 (14.1, 29.3)"
2014,UHF34,503504,3,Southern SI,"29,000","13.3 (9.6, 18.1)"
2014,UHF34,105106107,3,South Bronx,"61,000","15.9 (12.4, 20.1)"
2014,Borough,1,1,Bronx,"169,000","16.6 (14.1, 19.4)"
2014,Borough,2,1,Brooklyn,"276,000","14.2 (12.3, 16.3)"
2014,Borough,3,1,Manhattan,"169,000","12.8 (10.6, 15.3)"
2014,Borough,4,1,Queens,"227,000","12.6 (10.8, 14.7)"
2014,Borough,5,1,Staten Island,"58,000","16.3 (12.6, 20.6)"
2014,Citywide,1,0,New York City,"898,000","14.0 (12.9, 15.1)"
2013,UHF34,101,3,Kingsbridge - Riverdale,"9,000*","13.3* (6.9, 23.9)"
2013,UHF34,102,3,Northeast Bronx,"23,000","16.8 (11.3, 24.3)"
2013,UHF34,103,3,Fordham - Bronx Pk,"31,000","17.7 (11.9, 25.4)"
2013,UHF34,104,3,Pelham - Throgs Neck,"28,000","13.2 (8.8, 19.2)"
2013,UHF34,201,3,Greenpoint,"20,000*","21.0* (12.2, 33.5)"
2013,UHF34,202,3,Downtown - Heights - Slope,"30,000","17.7 (10.8, 27.5)"
2013,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"35,000","14.9 (10.6, 20.5)"
2013,UHF34,204,3,East New York,"24,000","18.3 (11.6, 27.6)"
2013,UHF34,205,3,Sunset Park,"11,000","12.0 (6.7, 20.5)"
2013,UHF34,206,3,Borough Park,"48,000","20.5 (14.4, 28.4)"
2013,UHF34,207,3,East Flatbush - Flatbush,"25,000","11.0 (7.0, 16.8)"
2013,UHF34,208,3,Canarsie - Flatlands,"15,000","10.0 (5.6, 17.1)"
2013,UHF34,209,3,Bensonhurst - Bay Ridge,"31,000","19.0 (11.4, 30.0)"
2013,UHF34,210,3,Coney Island - Sheepshead Bay,"37,000","15.9 (10.8, 22.7)"
2013,UHF34,211,3,Williamsburg - Bushwick,"26,000","17.0 (11.1, 25.1)"
2013,UHF34,301,3,Washington Heights,"34,000","17.9 (12.2, 25.4)"
2013,UHF34,302,3,Central Harlem - Morningside Heights,"23,000","19.4 (12.9, 28.1)"
2013,UHF34,303,3,East Harlem,"14,000","18.4 (11.3, 28.6)"
2013,UHF34,304,3,Upper West Side,"17,000","9.8 (5.7, 16.1)"
2013,UHF34,401,3,Long Island City - Astoria,"26,000","16.0 (9.0, 27.0)"
2013,UHF34,402,3,West Queens,"45,000","13.0 (9.0, 18.3)"
2013,UHF34,403,3,Flushing - Clearview,"39,000","19.2 (13.4, 26.6)"
2013,UHF34,405,3,Ridgewood - Forest Hills,"31,000","15.4 (10.1, 22.9)"
2013,UHF34,407,3,Southwest Queens,"40,000","19.5 (12.3, 29.5)"
2013,UHF34,408,3,Jamaica,"35,000","16.2 (10.8, 23.7)"
2013,UHF34,409,3,Southeast Queens,"22,000","14.6 (8.9, 23.0)"
2013,UHF34,410,3,Rockaways,"16,000*","20.1* (11.8, 32.0)"
2013,UHF34,305307,3,Upper East Side-Gramercy,"45,000","14.6 (9.9, 20.9)"
2013,UHF34,306308,3,Chelsea-Village  ,"23,000","11.7 (7.7, 17.5)"
2013,UHF34,309310,3,Union Square-Lower Manhattan,"40,000","19.5 (13.7, 26.9)"
2013,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"23,000","15.7 (9.7, 24.2)"
2013,UHF34,501502,3,Northern SI,"27,000","19.0 (13.0, 27.0)"
2013,UHF34,503504,3,Southern SI,"38,000","17.9 (12.6, 24.7)"
2013,UHF34,105106107,3,South Bronx,"65,000","17.4 (14.1, 21.3)"
2013,Borough,1,1,Bronx,"161,000","16.1 (13.9, 18.7)"
2013,Borough,2,1,Brooklyn,"308,000","16.0 (14.1, 18.2)"
2013,Borough,3,1,Manhattan,"201,000","15.4 (13.2, 17.9)"
2013,Borough,4,1,Queens,"294,000","16.5 (14.4, 18.9)"
2013,Borough,5,1,Staten Island,"66,000","18.5 (14.4, 23.4)"
2013,Citywide,1,0,New York City,"1,030,000","16.2 (15.1, 17.3)"
2012,UHF34,101,3,Kingsbridge - Riverdale,"4,000*","6.4* (3.1, 12.9)"
2012,UHF34,102,3,Northeast Bronx,"23,000","16.3 (9.4, 26.7)"
2012,UHF34,103,3,Fordham - Bronx Pk,"15,000*","8.4* (4.4, 15.4)"
2012,UHF34,104,3,Pelham - Throgs Neck,"46,000","22.3 (15.2, 31.6)"
2012,UHF34,201,3,Greenpoint,"17,000","17.3 (10.6, 27.1)"
2012,UHF34,202,3,Downtown - Heights - Slope,"29,000","16.9 (9.2, 29.1)"
2012,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"39,000","16.8 (10.8, 25.3)"
2012,UHF34,204,3,East New York,"21,000","16.7 (11.4, 23.9)"
2012,UHF34,205,3,Sunset Park,"11,000*","12.0* (6.0, 22.7)"
2012,UHF34,206,3,Borough Park,"28,000","12.4 (7.8, 19.2)"
2012,UHF34,207,3,East Flatbush - Flatbush,"27,000","12.1 (6.9, 20.3)"
2012,UHF34,208,3,Canarsie - Flatlands,"22,000","14.8 (8.1, 25.4)"
2012,UHF34,209,3,Bensonhurst - Bay Ridge,"26,000","16.7 (9.7, 27.3)"
2012,UHF34,210,3,Coney Island - Sheepshead Bay,"48,000","21.4 (13.9, 31.5)"
2012,UHF34,211,3,Williamsburg - Bushwick,"26,000","18.2 (12.0, 26.5)"
2012,UHF34,301,3,Washington Heights,"25,000","13.0 (8.2, 19.9)"
2012,UHF34,302,3,Central Harlem - Morningside Heights,"18,000","16.1 (9.3, 26.3)"
2012,UHF34,303,3,East Harlem,"13,000*","18.6* (10.1, 31.7)"
2012,UHF34,304,3,Upper West Side,"23,000","12.6 (7.2, 21.2)"
2012,UHF34,401,3,Long Island City - Astoria,"27,000","16.0 (9.7, 25.3)"
2012,UHF34,402,3,West Queens,"56,000","15.9 (10.9, 22.7)"
2012,UHF34,403,3,Flushing - Clearview,"33,000","16.3 (9.9, 25.6)"
2012,UHF34,405,3,Ridgewood - Forest Hills,"33,000","17.3 (10.9, 26.4)"
2012,UHF34,407,3,Southwest Queens,"24,000","11.9 (7.4, 18.4)"
2012,UHF34,408,3,Jamaica,"30,000","13.8 (8.4, 21.8)"
2012,UHF34,409,3,Southeast Queens,"14,000*","9.0* (4.5, 17.3)"
2012,UHF34,410,3,Rockaways,"14,000*","18.6* (9.6, 33.0)"
2012,UHF34,305307,3,Upper East Side-Gramercy,"38,000","12.8 (8.2, 19.4)"
2012,UHF34,306308,3,Chelsea-Village  ,"37,000","18.4 (12.2, 27.0)"
2012,UHF34,309310,3,Union Square-Lower Manhattan,"46,000","22.8 (15.2, 32.6)"
2012,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"19,000","13.2 (7.9, 21.2)"
2012,UHF34,501502,3,Northern SI,"28,000","20.0 (14.3, 27.3)"
2012,UHF34,503504,3,Southern SI,"30,000","14.4 (9.9, 20.5)"
2012,UHF34,105106107,3,South Bronx,"63,000","17.3 (13.7, 21.7)"
2012,Borough,1,1,Bronx,"156,000","15.8 (13.2, 18.9)"
2012,Borough,2,1,Brooklyn,"304,000","16.1 (13.9, 18.6)"
2012,Borough,3,1,Manhattan,"202,000","15.6 (13.0, 18.6)"
2012,Borough,4,1,Queens,"261,000","14.9 (12.7, 17.4)"
2012,Borough,5,1,Staten Island,"58,000","16.6 (12.9, 21.1)"
2012,Citywide,1,0,New York City,"981,000","15.6 (14.5, 16.9)"
2011,UHF34,101,3,Kingsbridge - Riverdale,"9,000","13.7 (7.7, 23.1)"
2011,UHF34,102,3,Northeast Bronx,"19,000","13.3 (7.5, 22.5)"
2011,UHF34,103,3,Fordham - Bronx Pk,"20,000*","12.0* (6.2, 22.0)"
2011,UHF34,104,3,Pelham - Throgs Neck,"45,000","20.9 (13.6, 30.8)"
2011,UHF34,201,3,Greenpoint,"16,000*","16.2* (7.5, 31.5)"
2011,UHF34,202,3,Downtown - Heights - Slope,"18,000*","10.4* (5.4, 18.8)"
2011,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"42,000","17.8 (11.4, 26.6)"
2011,UHF34,204,3,East New York,"24,000","19.1 (12.3, 28.3)"
2011,UHF34,205,3,Sunset Park,"27,000*","30.5* (15.6, 51.1)"
2011,UHF34,206,3,Borough Park,"36,000","15.5 (8.5, 26.6)"
2011,UHF34,207,3,East Flatbush - Flatbush,"32,000","14.2 (8.2, 23.4)"
2011,UHF34,208,3,Canarsie - Flatlands,"20,000*","13.5* (6.9, 24.8)"
2011,UHF34,209,3,Bensonhurst - Bay Ridge,"19,000*","12.1* (5.9, 23.4)"
2011,UHF34,210,3,Coney Island - Sheepshead Bay,"43,000","19.4 (12.0, 29.8)"
2011,UHF34,211,3,Williamsburg - Bushwick,"19,000*","12.8* (6.3, 24.2)"
2011,UHF34,301,3,Washington Heights,"21,000*","11.6* (5.5, 22.8)"
2011,UHF34,302,3,Central Harlem - Morningside Heights,"20,000*","16.7* (8.1, 31.1)"
2011,UHF34,303,3,East Harlem,"15,000*","19.6* (7.1, 43.9)"
2011,UHF34,304,3,Upper West Side,"15,000*","8.4* (3.9, 17.1)"
2011,UHF34,401,3,Long Island City - Astoria,"38,000*","22.7* (14.1, 34.5)"
2011,UHF34,402,3,West Queens,"34,000","9.8 (6.3, 15.1)"
2011,UHF34,403,3,Flushing - Clearview,"23,000*","11.3* (5.6, 21.7)"
2011,UHF34,405,3,Ridgewood - Forest Hills,"25,000","13.4 (8.2, 21.3)"
2011,UHF34,407,3,Southwest Queens,"14,000*","7.0* (3.5, 13.4)"
2011,UHF34,408,3,Jamaica,"23,000","10.8 (6.3, 17.9)"
2011,UHF34,409,3,Southeast Queens,"14,000","10.4 (6.0, 17.4)"
2011,UHF34,410,3,Rockaways,"12,000","15.1 (8.5, 25.5)"
2011,UHF34,305307,3,Upper East Side-Gramercy,"37,000","12.4 (7.0, 20.9)"
2011,UHF34,306308,3,Chelsea-Village  ,"26,000","13.7 (8.1, 22.2)"
2011,UHF34,309310,3,Union Square-Lower Manhattan,"21,000*","10.5* (4.9, 21.0)"
2011,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"20,000","14.1 (7.6, 24.4)"
2011,UHF34,501502,3,Northern SI,"35,000","25.2 (16.7, 36.3)"
2011,UHF34,503504,3,Southern SI,"46,000","22.6 (16.4, 30.3)"
2011,UHF34,105106107,3,South Bronx,"73,000","20.4 (15.8, 25.9)"
2011,Borough,1,1,Bronx,"168,000","17.1 (14.2, 20.6)"
2011,Borough,2,1,Brooklyn,"299,000","16.0 (13.4, 18.9)"
2011,Borough,3,1,Manhattan,"161,000","12.6 (9.8, 16.2)"
2011,Borough,4,1,Queens,"213,000","12.3 (10.2, 14.7)"
2011,Borough,5,1,Staten Island,"90,000","25.6 (19.8, 32.3)"
2011,Citywide,1,0,New York City,"930,000","15.0 (13.7, 16.4)"
2010,UHF34,101,3,Kingsbridge - Riverdale,"8,000","11.8 (6.7, 20.1)"
2010,UHF34,102,3,Northeast Bronx,"14,000","10.0 (6.0, 16.2)"
2010,UHF34,103,3,Fordham - Bronx Pk,"27,000","15.9 (10.3, 23.8)"
2010,UHF34,104,3,Pelham - Throgs Neck,"35,000","16.5 (10.6, 24.7)"
2010,UHF34,201,3,Greenpoint,"14,000","15.5 (8.8, 25.8)"
2010,UHF34,202,3,Downtown - Heights - Slope,"22,000","13.0 (8.0, 20.6)"
2010,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"42,000","18.9 (12.8, 27.0)"
2010,UHF34,204,3,East New York,"21,000","19.4 (12.5, 28.9)"
2010,UHF34,205,3,Sunset Park,"4,000*","5.0* (2.6, 9.7)"
2010,UHF34,206,3,Borough Park,"27,000*","11.7* (6.3, 20.6)"
2010,UHF34,207,3,East Flatbush - Flatbush,"6,000*","2.8* (1.4, 5.4)"
2010,UHF34,208,3,Canarsie - Flatlands,"13,000","9.1 (5.0, 16.0)"
2010,UHF34,209,3,Bensonhurst - Bay Ridge,"37,000","24.0 (17.6, 31.7)"
2010,UHF34,210,3,Coney Island - Sheepshead Bay,"34,000","15.2 (9.7, 23.1)"
2010,UHF34,211,3,Williamsburg - Bushwick,"25,000","19.1 (12.6, 27.9)"
2010,UHF34,301,3,Washington Heights,"35,000","18.7 (11.1, 29.8)"
2010,UHF34,302,3,Central Harlem - Morningside Heights,"14,000","12.5 (7.2, 20.8)"
2010,UHF34,303,3,East Harlem,"13,000*","17.3* (7.8, 34.2)"
2010,UHF34,304,3,Upper West Side,"12,000*","6.4* (2.6, 15.1)"
2010,UHF34,401,3,Long Island City - Astoria,"32,000","18.8 (10.9, 30.3)"
2010,UHF34,402,3,West Queens,"49,000","13.4 (8.7, 19.9)"
2010,UHF34,403,3,Flushing - Clearview,"41,000","20.3 (13.2, 29.9)"
2010,UHF34,405,3,Ridgewood - Forest Hills,"24,000","12.6 (7.9, 19.5)"
2010,UHF34,407,3,Southwest Queens,"34,000","17.1 (11.0, 25.5)"
2010,UHF34,408,3,Jamaica,"32,000","15.6 (9.2, 25.2)"
2010,UHF34,409,3,Southeast Queens,"8,000*","4.9* (2.2, 10.6)"
2010,UHF34,410,3,Rockaways,"13,000","18.1 (11.1, 28.2)"
2010,UHF34,305307,3,Upper East Side-Gramercy,"36,000","12.3 (7.2, 20.0)"
2010,UHF34,306308,3,Chelsea-Village  ,"22,000","12.2 (6.7, 21.1)"
2010,UHF34,309310,3,Union Square-Lower Manhattan,"22,000","11.7 (6.7, 19.7)"
2010,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"10,000","7.2 (4.0, 12.7)"
2010,UHF34,501502,3,Northern SI,"19,000","14.7 (9.4, 22.3)"
2010,UHF34,503504,3,Southern SI,"27,000","13.3 (9.0, 19.3)"
2010,UHF34,105106107,3,South Bronx,"63,000","19.3 (15.1, 24.4)"
2010,Borough,1,1,Bronx,"151,000","16.3 (13.7, 19.3)"
2010,Borough,2,1,Brooklyn,"249,000","13.9 (12.0, 16.0)"
2010,Borough,3,1,Manhattan,"164,000","12.9 (10.3, 16.1)"
2010,Borough,4,1,Queens,"244,000","14.2 (12.0, 16.8)"
2010,Borough,5,1,Staten Island,"46,000","13.9 (10.4, 18.3)"
2010,Citywide,1,0,New York City,"853,000","14.2 (13.0, 15.4)"
2009,UHF34,101,3,Kingsbridge - Riverdale,"10,000*","14.5* (7.6, 26.1)"
2009,UHF34,102,3,Northeast Bronx,"21,000","15.5 (9.9, 23.4)"
2009,UHF34,103,3,Fordham - Bronx Pk,"29,000","17.0 (11.6, 24.3)"
2009,UHF34,104,3,Pelham - Throgs Neck,"40,000","19.3 (13.6, 26.7)"
2009,UHF34,201,3,Greenpoint,"11,000","12.8 (7.6, 20.7)"
2009,UHF34,202,3,Downtown - Heights - Slope,"25,000","14.3 (9.9, 20.2)"
2009,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"44,000","20.2 (13.7, 28.6)"
2009,UHF34,204,3,East New York,"14,000","12.0 (7.3, 19.2)"
2009,UHF34,205,3,Sunset Park,"11,000*","12.4* (6.1, 23.5)"
2009,UHF34,206,3,Borough Park,"49,000","21.4 (14.8, 29.8)"
2009,UHF34,207,3,East Flatbush - Flatbush,"23,000","10.4 (6.3, 16.8)"
2009,UHF34,208,3,Canarsie - Flatlands,"19,000","13.3 (8.4, 20.5)"
2009,UHF34,209,3,Bensonhurst - Bay Ridge,"26,000","16.9 (11.0, 25.0)"
2009,UHF34,210,3,Coney Island - Sheepshead Bay,"35,000","15.7 (11.2, 21.5)"
2009,UHF34,211,3,Williamsburg - Bushwick,"30,000","23.2 (15.9, 32.6)"
2009,UHF34,301,3,Washington Heights,"21,000*","10.7* (5.7, 19.4)"
2009,UHF34,302,3,Central Harlem - Morningside Heights,"25,000*","21.9* (12.4, 35.6)"
2009,UHF34,303,3,East Harlem,"10,000*","12.9* (6.8, 23.1)"
2009,UHF34,304,3,Upper West Side,"19,000","9.7 (5.4, 16.8)"
2009,UHF34,401,3,Long Island City - Astoria,"30,000","17.6 (11.8, 25.3)"
2009,UHF34,402,3,West Queens,"58,000","15.8 (10.9, 22.3)"
2009,UHF34,403,3,Flushing - Clearview,"32,000","16.3 (9.8, 25.8)"
2009,UHF34,405,3,Ridgewood - Forest Hills,"33,000","17.6 (11.6, 25.8)"
2009,UHF34,407,3,Southwest Queens,"20,000","10.1 (6.3, 15.6)"
2009,UHF34,408,3,Jamaica,"28,000","13.4 (8.3, 21.0)"
2009,UHF34,409,3,Southeast Queens,"15,000*","9.8* (4.6, 19.7)"
2009,UHF34,410,3,Rockaways,"18,000","24.4 (16.4, 34.6)"
2009,UHF34,305307,3,Upper East Side-Gramercy,"45,000","15.4 (10.3, 22.3)"
2009,UHF34,306308,3,Chelsea-Village  ,"31,000","16.7 (11.1, 24.3)"
2009,UHF34,309310,3,Union Square-Lower Manhattan,"35,000","18.5 (12.0, 27.5)"
2009,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"13,000","9.4 (5.4, 15.9)"
2009,UHF34,501502,3,Northern SI,"23,000","18.6 (13.8, 24.6)"
2009,UHF34,503504,3,Southern SI,"38,000","19.2 (15.3, 23.8)"
2009,UHF34,105106107,3,South Bronx,"67,000","20.4 (15.8, 26.0)"
2009,Borough,1,1,Bronx,"167,000","18.1 (15.4, 21.1)"
2009,Borough,2,1,Brooklyn,"289,000","16.1 (14.1, 18.3)"
2009,Borough,3,1,Manhattan,"190,000","15.0 (12.5, 18.0)"
2009,Borough,4,1,Queens,"252,000","14.6 (12.5, 17.0)"
2009,Borough,5,1,Staten Island,"65,000","19.7 (16.4, 23.6)"
2009,Citywide,1,0,New York City,"964,000","16.0 (14.8, 17.2)"
2008,UHF34,101,3,Kingsbridge - Riverdale,"6,000*","9.1* (4.9, 16.1)"
2008,UHF34,102,3,Northeast Bronx,"19,000","13.6 (8.7, 20.7)"
2008,UHF34,103,3,Fordham - Bronx Pk,"34,000","20.1 (13.7, 28.5)"
2008,UHF34,104,3,Pelham - Throgs Neck,"40,000","18.5 (11.8, 28.0)"
2008,UHF34,201,3,Greenpoint,"15,000","17.4 (11.1, 26.0)"
2008,UHF34,202,3,Downtown - Heights - Slope,"25,000","14.3 (9.4, 21.2)"
2008,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"47,000","21.0 (14.1, 30.1)"
2008,UHF34,204,3,East New York,"26,000","22.5 (14.9, 32.7)"
2008,UHF34,205,3,Sunset Park,"10,000*","12.1* (5.1, 26.1)"
2008,UHF34,206,3,Borough Park,"26,000","11.4 (7.1, 17.8)"
2008,UHF34,207,3,East Flatbush - Flatbush,"25,000","10.8 (6.0, 18.8)"
2008,UHF34,208,3,Canarsie - Flatlands,"24,000","16.4 (10.9, 23.9)"
2008,UHF34,209,3,Bensonhurst - Bay Ridge,"32,000","20.6 (14.0, 29.3)"
2008,UHF34,210,3,Coney Island - Sheepshead Bay,"43,000","19.2 (13.0, 27.5)"
2008,UHF34,211,3,Williamsburg - Bushwick,"21,000","15.8 (10.4, 23.2)"
2008,UHF34,301,3,Washington Heights,"21,000","10.6 (6.0, 18.0)"
2008,UHF34,302,3,Central Harlem - Morningside Heights,"20,000","18.0 (10.3, 29.6)"
2008,UHF34,303,3,East Harlem,"16,000*","20.9* (12.6, 32.7)"
2008,UHF34,304,3,Upper West Side,"25,000","13.2 (7.7, 21.8)"
2008,UHF34,401,3,Long Island City - Astoria,"30,000","16.8 (10.5, 25.8)"
2008,UHF34,402,3,West Queens,"73,000","19.6 (12.8, 28.7)"
2008,UHF34,403,3,Flushing - Clearview,"28,000","13.5 (7.9, 22.0)"
2008,UHF34,405,3,Ridgewood - Forest Hills,"37,000","19.1 (12.9, 27.5)"
2008,UHF34,407,3,Southwest Queens,"35,000","17.2 (11.3, 25.4)"
2008,UHF34,408,3,Jamaica,"24,000","11.5 (7.2, 18.0)"
2008,UHF34,409,3,Southeast Queens,"10,000*","6.4* (3.5, 11.5)"
2008,UHF34,410,3,Rockaways,"11,000","14.2 (9.2, 21.1)"
2008,UHF34,305307,3,Upper East Side-Gramercy,"38,000","12.4 (8.1, 18.4)"
2008,UHF34,306308,3,Chelsea-Village  ,"27,000","14.3 (9.2, 21.5)"
2008,UHF34,309310,3,Union Square-Lower Manhattan,"26,000","13.4 (8.3, 20.9)"
2008,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"19,000","13.4 (8.6, 20.3)"
2008,UHF34,501502,3,Northern SI,"28,000","21.7 (16.0, 28.8)"
2008,UHF34,503504,3,Southern SI,"42,000","21.0 (15.2, 28.2)"
2008,UHF34,105106107,3,South Bronx,"59,000","17.8 (13.6, 22.8)"
2008,Borough,1,1,Bronx,"158,000","17.1 (14.3, 20.3)"
2008,Borough,2,1,Brooklyn,"293,000","16.3 (14.3, 18.6)"
2008,Borough,3,1,Manhattan,"173,000","13.7 (11.4, 16.4)"
2008,Borough,4,1,Queens,"265,000","15.4 (13.0, 18.1)"
2008,Borough,5,1,Staten Island,"70,000","21.3 (16.9, 26.3)"
2008,Citywide,1,0,New York City,"959,000","15.9 (14.7, 17.2)"
2007,UHF34,101,3,Kingsbridge - Riverdale,"8,000*","11.3* (6.0, 20.3)"
2007,UHF34,102,3,Northeast Bronx,"17,000","12.6 (8.0, 19.3)"
2007,UHF34,103,3,Fordham - Bronx Pk,"39,000","22.8 (15.4, 32.6)"
2007,UHF34,104,3,Pelham - Throgs Neck,"43,000","20.2 (13.8, 28.7)"
2007,UHF34,201,3,Greenpoint,"15,000","17.7 (11.4, 26.5)"
2007,UHF34,202,3,Downtown - Heights - Slope,"24,000","14.0 (10.0, 19.3)"
2007,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"43,000","19.7 (15.7, 24.4)"
2007,UHF34,204,3,East New York,"21,000","19.6 (13.2, 28.0)"
2007,UHF34,205,3,Sunset Park,"16,000","18.0 (11.5, 27.0)"
2007,UHF34,206,3,Borough Park,"26,000","11.5 (7.9, 16.5)"
2007,UHF34,207,3,East Flatbush - Flatbush,"27,000","12.2 (8.6, 17.1)"
2007,UHF34,208,3,Canarsie - Flatlands,"22,000","16.1 (10.9, 23.0)"
2007,UHF34,209,3,Bensonhurst - Bay Ridge,"29,000","19.4 (14.1, 26.2)"
2007,UHF34,210,3,Coney Island - Sheepshead Bay,"41,000","18.4 (13.8, 24.2)"
2007,UHF34,211,3,Williamsburg - Bushwick,"36,000","28.6 (21.4, 37.1)"
2007,UHF34,301,3,Washington Heights,"30,000","15.7 (10.5, 22.9)"
2007,UHF34,302,3,Central Harlem - Morningside Heights,"15,000","13.8 (9.6, 19.5)"
2007,UHF34,303,3,East Harlem,"16,000","20.9 (13.1, 31.6)"
2007,UHF34,304,3,Upper West Side,"31,000","16.6 (10.6, 24.9)"
2007,UHF34,401,3,Long Island City - Astoria,"37,000","21.5 (15.5, 29.1)"
2007,UHF34,402,3,West Queens,"54,000","15.1 (10.4, 21.5)"
2007,UHF34,403,3,Flushing - Clearview,"34,000","17.1 (12.0, 23.8)"
2007,UHF34,405,3,Ridgewood - Forest Hills,"33,000","17.6 (12.0, 25.1)"
2007,UHF34,407,3,Southwest Queens,"31,000","15.9 (11.3, 21.8)"
2007,UHF34,408,3,Jamaica,"29,000","14.2 (9.6, 20.5)"
2007,UHF34,409,3,Southeast Queens,"18,000","12.1 (8.5, 17.0)"
2007,UHF34,410,3,Rockaways,"15,000","19.8 (12.6, 29.8)"
2007,UHF34,305307,3,Upper East Side-Gramercy,"39,000","13.2 (9.1, 18.8)"
2007,UHF34,306308,3,Chelsea-Village  ,"41,000","22.5 (15.7, 31.2)"
2007,UHF34,309310,3,Union Square-Lower Manhattan,"31,000","16.2 (10.8, 23.5)"
2007,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"20,000","14.2 (8.9, 21.9)"
2007,UHF34,501502,3,Northern SI,"31,000","24.3 (18.6, 31.2)"
2007,UHF34,503504,3,Southern SI,"36,000","18.6 (14.1, 24.2)"
2007,UHF34,105106107,3,South Bronx,"59,000","18.1 (14.7, 22.1)"
2007,Borough,1,1,Bronx,"164,000","18.2 (15.5, 21.2)"
2007,Borough,2,1,Brooklyn,"301,000","17.1 (15.5, 18.8)"
2007,Borough,3,1,Manhattan,"203,000","16.5 (14.1, 19.1)"
2007,Borough,4,1,Queens,"270,000","16.1 (14.2, 18.3)"
2007,Borough,5,1,Staten Island,"68,000","20.9 (17.2, 25.1)"
2007,Citywide,1,0,New York City,"1,006,000","17.1 (16.0, 18.1)"
2006,UHF34,101,3,Kingsbridge - Riverdale,"13,000","19.0 (12.0, 28.6)"
2006,UHF34,102,3,Northeast Bronx,"20,000","14.3 (9.1, 21.9)"
2006,UHF34,103,3,Fordham - Bronx Pk,"38,000","22.0 (14.8, 31.4)"
2006,UHF34,104,3,Pelham - Throgs Neck,"41,000","19.4 (13.8, 26.4)"
2006,UHF34,201,3,Greenpoint,"22,000","25.2 (17.4, 35.0)"
2006,UHF34,202,3,Downtown - Heights - Slope,"27,000","15.6 (11.6, 20.8)"
2006,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"37,000","16.9 (13.5, 21.0)"
2006,UHF34,204,3,East New York,"28,000","25.0 (17.8, 33.9)"
2006,UHF34,205,3,Sunset Park,"7,000*","7.8* (3.2, 17.9)"
2006,UHF34,206,3,Borough Park,"30,000","13.1 (9.5, 17.7)"
